Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s
;3;473;26,2190714285714;
;4;474;26,2742857142857;
;3;475;26,3295;
;0;476;26,3847142857143;
;2;477;26,4399285714286;
;1;478;26,4951428571429;
;3;479;26,5503571428571;
;1;480;26,6055714285714;
;2;481;26,6607857142857;
;1;482;26,716;
;1;483;26,7712142857143;
;3;484;26,8264285714286;
;1;485;26,8816428571429;
;2;486;26,9368571428571;
;1;487;26,9920714285714;
;3;488;27,0472857142857;
;0;489;27,1025;
;2;490;27,1577142857143;
;1;491;27,2129285714286;
;1;492;27,2681428571429;
;1;493;27,3233571428571;
;0;494;27,3785714285714;
;1;495;27,4337857142857;
;0;496;27,489;
;2;497;27,5442142857143;
;1;498;27,5994285714286;
;0;499;27,6546428571429;
;1;500;27,7098571428571;
;1;501;27,7650714285714;
;3;502;27,8202857142857;
;0;503;27,8755;
;0;504;27,9307142857143;
;0;505;27,9859285714286;
;2;506;28,0411428571429;
;0;507;28,0963571428571;
;1;508;28,1515714285714;
;1;509;28,2067857142857;
;0;510;28,262;
;23;511;28,3172142857143;
